[p_N]=Pa F theta_1 theta_2 [q_t]=J/s [q_c]=J/s [q_p]=J/s [q_0]=J/s Y
6.685000e-03 1.488244e+20 0.000000e+00 9.578217e-01 1.890070e+18 7.972000e+17 5.682250e-04 2.687270e+18 1.310717e+20
6.686000e-03 1.488467e+20 0.000000e+00 9.578277e-01 1.890353e+18 7.972050e+17 5.683100e-04 2.687558e+18 1.310717e+20
6.687000e-03 1.488689e+20 0.000000e+00 9.578338e-01 1.890635e+18 7.972101e+17 5.683950e-04 2.687845e+18 1.310717e+20
6.688000e-03 1.488912e+20 0.000000e+00 9.578398e-01 1.890918e+18 7.972151e+17 5.684800e-04 2.688133e+18 1.310717e+20
6.689000e-03 1.489135e+20 0.000000e+00 9.578458e-01 1.891201e+18 7.972201e+17 5.685650e-04 2.688421e+18 1.310717e+20
6.690000e-03 1.489357e+20 0.000000e+00 9.578519e-01 1.891484e+18 7.972251e+17 5.686500e-04 2.688709e+18 1.310717e+20
6.691000e-03 1.489580e+20 0.000000e+00 9.578579e-01 1.891766e+18 7.972302e+17 5.687350e-04 2.688997e+18 1.310717e+20
6.692000e-03 1.489802e+20 0.000000e+00 9.578639e-01 1.892049e+18 7.972352e+17 5.688200e-04 2.689284e+18 1.310717e+20
6.693000e-03 1.490025e+20 0.000000e+00 9.578700e-01 1.892332e+18 7.972402e+17 5.689050e-04 2.689572e+18 1.310717e+20
6.694000e-03 1.490248e+20 0.000000e+00 9.578760e-01 1.892615e+18 7.972452e+17 5.689900e-04 2.689860e+18 1.310717e+20
6.695000e-03 1.490470e+20 0.000000e+00 9.578820e-01 1.892897e+18 7.972502e+17 5.690750e-04 2.690148e+18 1.310717e+20
6.696000e-03 1.490693e+20 0.000000e+00 9.578880e-01 1.893180e+18 7.972552e+17 5.691600e-04 2.690435e+18 1.310717e+20
6.697000e-03 1.490916e+20 0.000000e+00 9.578941e-01 1.893463e+18 7.972603e+17 5.692450e-04 2.690723e+18 1.310717e+20
6.698000e-03 1.491138e+20 0.000000e+00 9.579001e-01 1.893745e+18 7.972653e+17 5.693300e-04 2.691011e+18 1.310717e+20
6.699000e-03 1.491361e+20 0.000000e+00 9.579061e-01 1.894028e+18 7.972703e+17 5.694150e-04 2.691299e+18 1.310717e+20
6.700000e-03 1.491583e+20 0.000000e+00 9.579121e-01 1.894311e+18 7.972753e+17 5.695000e-04 2.691586e+18 1.310717e+20
6.701000e-03 1.491806e+20 0.000000e+00 9.579181e-01 1.894594e+18 7.972803e+17 5.695850e-04 2.691874e+18 1.310717e+20
6.702000e-03 1.492029e+20 0.000000e+00 9.579242e-01 1.894876e+18 7.972853e+17 5.696700e-04 2.692162e+18 1.310717e+20
6.703000e-03 1.492251e+20 0.000000e+00 9.579302e-01 1.895159e+18 7.972903e+17 5.697550e-04 2.692449e+18 1.310717e+20
6.704000e-03 1.492474e+20 0.000000e+00 9.579362e-01 1.895442e+18 7.972953e+17 5.698400e-04 2.692737e+18 1.310717e+20
6.705000e-03 1.492697e+20 0.000000e+00 9.579422e-01 1.895725e+18 7.973003e+17 5.699250e-04 2.693025e+18 1.310717e+20
6.706000e-03 1.492919e+20 0.000000e+00 9.579482e-01 1.896007e+18 7.973053e+17 5.700100e-04 2.693313e+18 1.310717e+20
6.707000e-03 1.493142e+20 0.000000e+00 9.579542e-01 1.896290e+18 7.973103e+17 5.700950e-04 2.693600e+18 1.310717e+20
6.708000e-03 1.493364e+20 0.000000e+00 9.579602e-01 1.896573e+18 7.973153e+17 5.701800e-04 2.693888e+18 1.310717e+20
6.709000e-03 1.493587e+20 0.000000e+00 9.579662e-01 1.896856e+18 7.973203e+17 5.702650e-04 2.694176e+18 1.310717e+20
6.710000e-03 1.493810e+20 0.000000e+00 9.579722e-01 1.897138e+18 7.973253e+17 5.703500e-04 2.694464e+18 1.310717e+20
6.711000e-03 1.494032e+20 0.000000e+00 9.579782e-01 1.897421e+18 7.973303e+17 5.704350e-04 2.694751e+18 1.310717e+20
6.712000e-03 1.494255e+20 0.000000e+00 9.579842e-01 1.897704e+18 7.973353e+17 5.705200e-04 2.695039e+18 1.310717e+20
