[p_N]=Pa F theta_1 theta_2 [q_t]=J/s [q_c]=J/s [q_p]=J/s [q_0]=J/s Y
3.117000e-03 6.939202e+19 0.000000e+00 9.137069e-01 8.812787e+17 7.604830e+17 2.649450e-04 1.641762e+18 1.310717e+20
3.118000e-03 6.941429e+19 0.000000e+00 9.137322e-01 8.815614e+17 7.605041e+17 2.650300e-04 1.642065e+18 1.310717e+20
3.119000e-03 6.943655e+19 0.000000e+00 9.137574e-01 8.818442e+17 7.605251e+17 2.651150e-04 1.642369e+18 1.310717e+20
3.120000e-03 6.945881e+19 0.000000e+00 9.137827e-01 8.821269e+17 7.605461e+17 2.652000e-04 1.642673e+18 1.310717e+20
3.121000e-03 6.948107e+19 0.000000e+00 9.138079e-01 8.824096e+17 7.605671e+17 2.652850e-04 1.642977e+18 1.310717e+20
3.122000e-03 6.950334e+19 0.000000e+00 9.138332e-01 8.826924e+17 7.605881e+17 2.653700e-04 1.643280e+18 1.310717e+20
3.123000e-03 6.952560e+19 0.000000e+00 9.138584e-01 8.829751e+17 7.606091e+17 2.654550e-04 1.643584e+18 1.310717e+20
3.124000e-03 6.954786e+19 0.000000e+00 9.138836e-01 8.832578e+17 7.606301e+17 2.655400e-04 1.643888e+18 1.310717e+20
3.125000e-03 6.957012e+19 0.000000e+00 9.139088e-01 8.835406e+17 7.606511e+17 2.656250e-04 1.644192e+18 1.310717e+20
3.126000e-03 6.959239e+19 0.000000e+00 9.139339e-01 8.838233e+17 7.606720e+17 2.657100e-04 1.644495e+18 1.310717e+20
3.127000e-03 6.961465e+19 0.000000e+00 9.139591e-01 8.841060e+17 7.606929e+17 2.657950e-04 1.644799e+18 1.310717e+20
3.128000e-03 6.963691e+19 0.000000e+00 9.139842e-01 8.843888e+17 7.607139e+17 2.658800e-04 1.645103e+18 1.310717e+20
3.129000e-03 6.965917e+19 0.000000e+00 9.140093e-01 8.846715e+17 7.607348e+17 2.659650e-04 1.645406e+18 1.310717e+20
3.130000e-03 6.968143e+19 0.000000e+00 9.140345e-01 8.849542e+17 7.607557e+17 2.660500e-04 1.645710e+18 1.310717e+20
3.131000e-03 6.970370e+19 0.000000e+00 9.140596e-01 8.852370e+17 7.607766e+17 2.661350e-04 1.646014e+18 1.310717e+20
3.132000e-03 6.972596e+19 0.000000e+00 9.140846e-01 8.855197e+17 7.607974e+17 2.662200e-04 1.646317e+18 1.310717e+20
3.133000e-03 6.974822e+19 0.000000e+00 9.141097e-01 8.858024e+17 7.608183e+17 2.663050e-04 1.646621e+18 1.310717e+20
3.134000e-03 6.977048e+19 0.000000e+00 9.141348e-01 8.860852e+17 7.608392e+17 2.663900e-04 1.646924e+18 1.310717e+20
3.135000e-03 6.979275e+19 0.000000e+00 9.141598e-01 8.863679e+17 7.608600e+17 2.664750e-04 1.647228e+18 1.310717e+20
3.136000e-03 6.981501e+19 0.000000e+00 9.141848e-01 8.866506e+17 7.608808e+17 2.665600e-04 1.647531e+18 1.310717e+20
3.137000e-03 6.983727e+19 0.000000e+00 9.142098e-01 8.869334e+17 7.609016e+17 2.666450e-04 1.647835e+18 1.310717e+20
3.138000e-03 6.985953e+19 0.000000e+00 9.142348e-01 8.872161e+17 7.609224e+17 2.667300e-04 1.648139e+18 1.310717e+20
3.139000e-03 6.988180e+19 0.000000e+00 9.142598e-01 8.874988e+17 7.609432e+17 2.668150e-04 1.648442e+18 1.310717e+20
3.140000e-03 6.990406e+19 0.000000e+00 9.142848e-01 8.877816e+17 7.609640e+17 2.669000e-04 1.648746e+18 1.310717e+20
3.141000e-03 6.992632e+19 0.000000e+00 9.143097e-01 8.880643e+17 7.609848e+17 2.669850e-04 1.649049e+18 1.310717e+20
3.142000e-03 6.994858e+19 0.000000e+00 9.143347e-01 8.883470e+17 7.610055e+17 2.670700e-04 1.649353e+18 1.310717e+20
3.143000e-03 6.997085e+19 0.000000e+00 9.143596e-01 8.886298e+17 7.610263e+17 2.671550e-04 1.649656e+18 1.310717e+20
3.144000e-03 6.999311e+19 0.000000e+00 9.143845e-01 8.889125e+17 7.610470e+17 2.672400e-04 1.649959e+18 1.310717e+20
3.145000e-03 7.001537e+19 0.000000e+00 9.144094e-01 8.891952e+17 7.610677e+17 2.673250e-04 1.650263e+18 1.310717e+20
3.146000e-03 7.003763e+19 0.000000e+00 9.144343e-01 8.894780e+17 7.610884e+17 2.674100e-04 1.650566e+18 1.310717e+20
3.147000e-03 7.005990e+19 0.000000e+00 9.144591e-01 8.897607e+17 7.611091e+17 2.674950e-04 1.650870e+18 1.310717e+20
3.148000e-03 7.008216e+19 0.000000e+00 9.144840e-01 8.900434e+17 7.611298e+17 2.675800e-04 1.651173e+18 1.310717e+20
3.149000e-03 7.010442e+19 0.000000e+00 9.145088e-01 8.903262e+17 7.611505e+17 2.676650e-04 1.651477e+18 1.310717e+20
3.150000e-03 7.012668e+19 0.000000e+00 9.145336e-01 8.906089e+17 7.611711e+17 2.677500e-04 1.651780e+18 1.310717e+20
3.151000e-03 7.014895e+19 0.000000e+00 9.145584e-01 8.908916e+17 7.611918e+17 2.678350e-04 1.652083e+18 1.310717e+20
3.152000e-03 7.017121e+19 0.000000e+00 9.145832e-01 8.911743e+17 7.612124e+17 2.679200e-04 1.652387e+18 1.310717e+20
3.153000e-03 7.019347e+19 0.000000e+00 9.146080e-01 8.914571e+17 7.612330e+17 2.680050e-04 1.652690e+18 1.310717e+20
3.154000e-03 7.021573e+19 0.000000e+00 9.146328e-01 8.917398e+17 7.612537e+17 2.680900e-04 1.652993e+18 1.310717e+20
3.155000e-03 7.023800e+19 0.000000e+00 9.146575e-01 8.920225e+17 7.612743e+17 2.681750e-04 1.653297e+18 1.310717e+20
3.156000e-03 7.026026e+19 0.000000e+00 9.146822e-01 8.923053e+17 7.612948e+17 2.682600e-04 1.653600e+18 1.310717e+20
3.157000e-03 7.028252e+19 0.000000e+00 9.147070e-01 8.925880e+17 7.613154e+17 2.683450e-04 1.653903e+18 1.310717e+20
3.158000e-03 7.030478e+19 0.000000e+00 9.147317e-01 8.928707e+17 7.613360e+17 2.684300e-04 1.654207e+18 1.310717e+20
3.159000e-03 7.032705e+19 0.000000e+00 9.147564e-01 8.931535e+17 7.613565e+17 2.685150e-04 1.654510e+18 1.310717e+20
3.160000e-03 7.034931e+19 0.000000e+00 9.147810e-01 8.934362e+17 7.613771e+17 2.686000e-04 1.654813e+18 1.310717e+20
3.161000e-03 7.037157e+19 0.000000e+00 9.148057e-01 8.937189e+17 7.613976e+17 2.686850e-04 1.655117e+18 1.310717e+20
3.162000e-03 7.039383e+19 0.000000e+00 9.148303e-01 8.940017e+17 7.614181e+17 2.687700e-04 1.655420e+18 1.310717e+20
3.163000e-03 7.041610e+19 0.000000e+00 9.148550e-01 8.942844e+17 7.614386e+17 2.688550e-04 1.655723e+18 1.310717e+20
3.164000e-03 7.043836e+19 0.000000e+00 9.148796e-01 8.945671e+17 7.614591e+17 2.689400e-04 1.656026e+18 1.310717e+20
3.165000e-03 7.046062e+19 0.000000e+00 9.149042e-01 8.948499e+17 7.614796e+17 2.690250e-04 1.656329e+18 1.310717e+20
3.166000e-03 7.048288e+19 0.000000e+00 9.149288e-01 8.951326e+17 7.615000e+17 2.691100e-04 1.656633e+18 1.310717e+20
3.167000e-03 7.050515e+19 0.000000e+00 9.149534e-01 8.954153e+17 7.615205e+17 2.691950e-04 1.656936e+18 1.310717e+20
3.168000e-03 7.052741e+19 0.000000e+00 9.149779e-01 8.956981e+17 7.615409e+17 2.692800e-04 1.657239e+18 1.310717e+20
3.169000e-03 7.054967e+19 0.000000e+00 9.150025e-01 8.959808e+17 7.615614e+17 2.693650e-04 1.657542e+18 1.310717e+20
3.170000e-03 7.057193e+19 0.000000e+00 9.150270e-01 8.962635e+17 7.615818e+17 2.694500e-04 1.657845e+18 1.310717e+20
3.171000e-03 7.059419e+19 0.000000e+00 9.150515e-01 8.965463e+17 7.616022e+17 2.695350e-04 1.658148e+18 1.310717e+20
3.172000e-03 7.061646e+19 0.000000e+00 9.150761e-01 8.968290e+17 7.616226e+17 2.696200e-04 1.658452e+18 1.310717e+20
3.173000e-03 7.063872e+19 0.000000e+00 9.151005e-01 8.971117e+17 7.616430e+17 2.697050e-04 1.658755e+18 1.310717e+20
3.174000e-03 7.066098e+19 0.000000e+00 9.151250e-01 8.973945e+17 7.616634e+17 2.697900e-04 1.659058e+18 1.310717e+20
3.175000e-03 7.068324e+19 0.000000e+00 9.151495e-01 8.976772e+17 7.616837e+17 2.698750e-04 1.659361e+18 1.310717e+20
3.176000e-03 7.070551e+19 0.000000e+00 9.151739e-01 8.979599e+17 7.617041e+17 2.699600e-04 1.659664e+18 1.310717e+20
3.177000e-03 7.072777e+19 0.000000e+00 9.151984e-01 8.982427e+17 7.617244e+17 2.700450e-04 1.659967e+18 1.310717e+20
3.178000e-03 7.075003e+19 0.000000e+00 9.152228e-01 8.985254e+17 7.617447e+17 2.701300e-04 1.660270e+18 1.310717e+20
3.179000e-03 7.077229e+19 0.000000e+00 9.152472e-01 8.988081e+17 7.617651e+17 2.702150e-04 1.660573e+18 1.310717e+20
3.180000e-03 7.079456e+19 0.000000e+00 9.152716e-01 8.990909e+17 7.617854e+17 2.703000e-04 1.660876e+18 1.310717e+20
3.181000e-03 7.081682e+19 0.000000e+00 9.152960e-01 8.993736e+17 7.618056e+17 2.703850e-04 1.661179e+18 1.310717e+20
3.182000e-03 7.083908e+19 0.000000e+00 9.153203e-01 8.996563e+17 7.618259e+17 2.704700e-04 1.661482e+18 1.310717e+20
3.183000e-03 7.086134e+19 0.000000e+00 9.153447e-01 8.999391e+17 7.618462e+17 2.705550e-04 1.661785e+18 1.310717e+20
3.184000e-03 7.088361e+19 0.000000e+00 9.153690e-01 9.002218e+17 7.618665e+17 2.706400e-04 1.662088e+18 1.310717e+20
3.185000e-03 7.090587e+19 0.000000e+00 9.153934e-01 9.005045e+17 7.618867e+17 2.707250e-04 1.662391e+18 1.310717e+20
3.186000e-03 7.092813e+19 0.000000e+00 9.154177e-01 9.007873e+17 7.619069e+17 2.708100e-04 1.662694e+18 1.310717e+20
3.187000e-03 7.095039e+19 0.000000e+00 9.154420e-01 9.010700e+17 7.619272e+17 2.708950e-04 1.662997e+18 1.310717e+20
3.188000e-03 7.097266e+19 0.000000e+00 9.154662e-01 9.013527e+17 7.619474e+17 2.709800e-04 1.663300e+18 1.310717e+20
3.189000e-03 7.099492e+19 0.000000e+00 9.154905e-01 9.016355e+17 7.619676e+17 2.710650e-04 1.663603e+18 1.310717e+20
3.190000e-03 7.101718e+19 0.000000e+00 9.155148e-01 9.019182e+17 7.619877e+17 2.711500e-04 1.663906e+18 1.310717e+20
3.191000e-03 7.103944e+19 0.000000e+00 9.155390e-01 9.022009e+17 7.620079e+17 2.712350e-04 1.664209e+18 1.310717e+20
3.192000e-03 7.106171e+19 0.000000e+00 9.155632e-01 9.024837e+17 7.620281e+17 2.713200e-04 1.664512e+18 1.310717e+20
3.193000e-03 7.108397e+19 0.000000e+00 9.155874e-01 9.027664e+17 7.620482e+17 2.714050e-04 1.664815e+18 1.310717e+20
3.194000e-03 7.110623e+19 0.000000e+00 9.156116e-01 9.030491e+17 7.620684e+17 2.714900e-04 1.665118e+18 1.310717e+20
3.195000e-03 7.112849e+19 0.000000e+00 9.156358e-01 9.033319e+17 7.620885e+17 2.715750e-04 1.665420e+18 1.310717e+20
3.196000e-03 7.115076e+19 0.000000e+00 9.156600e-01 9.036146e+17 7.621086e+17 2.716600e-04 1.665723e+18 1.310717e+20
3.197000e-03 7.117302e+19 0.000000e+00 9.156841e-01 9.038973e+17 7.621287e+17 2.717450e-04 1.666026e+18 1.310717e+20
3.198000e-03 7.119528e+19 0.000000e+00 9.157083e-01 9.041801e+17 7.621488e+17 2.718300e-04 1.666329e+18 1.310717e+20
3.199000e-03 7.121754e+19 0.000000e+00 9.157324e-01 9.044628e+17 7.621689e+17 2.719150e-04 1.666632e+18 1.310717e+20
3.200000e-03 7.123981e+19 0.000000e+00 9.157565e-01 9.047455e+17 7.621890e+17 2.720000e-04 1.666935e+18 1.310717e+20
3.201000e-03 7.126207e+19 0.000000e+00 9.157806e-01 9.050283e+17 7.622090e+17 2.720850e-04 1.667237e+18 1.310717e+20
3.202000e-03 7.128433e+19 0.000000e+00 9.158047e-01 9.053110e+17 7.622291e+17 2.721700e-04 1.667540e+18 1.310717e+20
3.203000e-03 7.130659e+19 0.000000e+00 9.158288e-01 9.055937e+17 7.622491e+17 2.722550e-04 1.667843e+18 1.310717e+20
3.204000e-03 7.132886e+19 0.000000e+00 9.158529e-01 9.058765e+17 7.622691e+17 2.723400e-04 1.668146e+18 1.310717e+20
3.205000e-03 7.135112e+19 0.000000e+00 9.158769e-01 9.061592e+17 7.622892e+17 2.724250e-04 1.668448e+18 1.310717e+20
3.206000e-03 7.137338e+19 0.000000e+00 9.159009e-01 9.064419e+17 7.623092e+17 2.725100e-04 1.668751e+18 1.310717e+20
3.207000e-03 7.139564e+19 0.000000e+00 9.159250e-01 9.067247e+17 7.623292e+17 2.725950e-04 1.669054e+18 1.310717e+20
3.208000e-03 7.141791e+19 0.000000e+00 9.159490e-01 9.070074e+17 7.623491e+17 2.726800e-04 1.669357e+18 1.310717e+20
3.209000e-03 7.144017e+19 0.000000e+00 9.159730e-01 9.072901e+17 7.623691e+17 2.727650e-04 1.669659e+18 1.310717e+20
3.210000e-03 7.146243e+19 0.000000e+00 9.159969e-01 9.075729e+17 7.623891e+17 2.728500e-04 1.669962e+18 1.310717e+20
3.211000e-03 7.148469e+19 0.000000e+00 9.160209e-01 9.078556e+17 7.624090e+17 2.729350e-04 1.670265e+18 1.310717e+20
3.212000e-03 7.150695e+19 0.000000e+00 9.160448e-01 9.081383e+17 7.624289e+17 2.730200e-04 1.670567e+18 1.310717e+20
3.213000e-03 7.152922e+19 0.000000e+00 9.160688e-01 9.084211e+17 7.624489e+17 2.731050e-04 1.670870e+18 1.310717e+20
3.214000e-03 7.155148e+19 0.000000e+00 9.160927e-01 9.087038e+17 7.624688e+17 2.731900e-04 1.671173e+18 1.310717e+20
3.215000e-03 7.157374e+19 0.000000e+00 9.161166e-01 9.089865e+17 7.624887e+17 2.732750e-04 1.671475e+18 1.310717e+20
3.216000e-03 7.159600e+19 0.000000e+00 9.161405e-01 9.092693e+17 7.625086e+17 2.733600e-04 1.671778e+18 1.310717e+20
3.217000e-03 7.161827e+19 0.000000e+00 9.161644e-01 9.095520e+17 7.625284e+17 2.734450e-04 1.672080e+18 1.310717e+20
3.218000e-03 7.164053e+19 0.000000e+00 9.161883e-01 9.098347e+17 7.625483e+17 2.735300e-04 1.672383e+18 1.310717e+20
3.219000e-03 7.166279e+19 0.000000e+00 9.162121e-01 9.101175e+17 7.625682e+17 2.736150e-04 1.672686e+18 1.310717e+20
3.220000e-03 7.168505e+19 0.000000e+00 9.162360e-01 9.104002e+17 7.625880e+17 2.737000e-04 1.672988e+18 1.310717e+20
3.221000e-03 7.170732e+19 0.000000e+00 9.162598e-01 9.106829e+17 7.626078e+17 2.737850e-04 1.673291e+18 1.310717e+20
3.222000e-03 7.172958e+19 0.000000e+00 9.162836e-01 9.109657e+17 7.626277e+17 2.738700e-04 1.673593e+18 1.310717e+20
3.223000e-03 7.175184e+19 0.000000e+00 9.163074e-01 9.112484e+17 7.626475e+17 2.739550e-04 1.673896e+18 1.310717e+20
3.224000e-03 7.177410e+19 0.000000e+00 9.163312e-01 9.115311e+17 7.626673e+17 2.740400e-04 1.674198e+18 1.310717e+20
3.225000e-03 7.179637e+19 0.000000e+00 9.163550e-01 9.118139e+17 7.626870e+17 2.741250e-04 1.674501e+18 1.310717e+20
3.226000e-03 7.181863e+19 0.000000e+00 9.163787e-01 9.120966e+17 7.627068e+17 2.742100e-04 1.674803e+18 1.310717e+20
3.227000e-03 7.184089e+19 0.000000e+00 9.164025e-01 9.123793e+17 7.627266e+17 2.742950e-04 1.675106e+18 1.310717e+20
3.228000e-03 7.186315e+19 0.000000e+00 9.164262e-01 9.126621e+17 7.627463e+17 2.743800e-04 1.675408e+18 1.310717e+20
3.229000e-03 7.188542e+19 0.000000e+00 9.164499e-01 9.129448e+17 7.627661e+17 2.744650e-04 1.675711e+18 1.310717e+20
3.230000e-03 7.190768e+19 0.000000e+00 9.164736e-01 9.132275e+17 7.627858e+17 2.745500e-04 1.676013e+18 1.310717e+20
3.231000e-03 7.192994e+19 0.000000e+00 9.164973e-01 9.135103e+17 7.628055e+17 2.746350e-04 1.676316e+18 1.310717e+20
3.232000e-03 7.195220e+19 0.000000e+00 9.165210e-01 9.137930e+17 7.628252e+17 2.747200e-04 1.676618e+18 1.310717e+20
3.233000e-03 7.197447e+19 0.000000e+00 9.165447e-01 9.140757e+17 7.628449e+17 2.748050e-04 1.676921e+18 1.310717e+20
3.234000e-03 7.199673e+19 0.000000e+00 9.165683e-01 9.143585e+17 7.628646e+17 2.748900e-04 1.677223e+18 1.310717e+20
3.235000e-03 7.201899e+19 0.000000e+00 9.165920e-01 9.146412e+17 7.628843e+17 2.749750e-04 1.677525e+18 1.310717e+20
3.236000e-03 7.204125e+19 0.000000e+00 9.166156e-01 9.149239e+17 7.629040e+17 2.750600e-04 1.677828e+18 1.310717e+20
3.237000e-03 7.206352e+19 0.000000e+00 9.166392e-01 9.152067e+17 7.629236e+17 2.751450e-04 1.678130e+18 1.310717e+20
3.238000e-03 7.208578e+19 0.000000e+00 9.166628e-01 9.154894e+17 7.629433e+17 2.752300e-04 1.678433e+18 1.310717e+20
3.239000e-03 7.210804e+19 0.000000e+00 9.166864e-01 9.157721e+17 7.629629e+17 2.753150e-04 1.678735e+18 1.310717e+20
3.240000e-03 7.213030e+19 0.000000e+00 9.167100e-01 9.160549e+17 7.629825e+17 2.754000e-04 1.679037e+18 1.310717e+20
3.241000e-03 7.215257e+19 0.000000e+00 9.167335e-01 9.163376e+17 7.630021e+17 2.754850e-04 1.679340e+18 1.310717e+20
3.242000e-03 7.217483e+19 0.000000e+00 9.167571e-01 9.166203e+17 7.630217e+17 2.755700e-04 1.679642e+18 1.310717e+20
3.243000e-03 7.219709e+19 0.000000e+00 9.167806e-01 9.169031e+17 7.630413e+17 2.756550e-04 1.679944e+18 1.310717e+20
3.244000e-03 7.221935e+19 0.000000e+00 9.168041e-01 9.171858e+17 7.630609e+17 2.757400e-04 1.680247e+18 1.310717e+20
3.245000e-03 7.224162e+19 0.000000e+00 9.168276e-01 9.174685e+17 7.630804e+17 2.758250e-04 1.680549e+18 1.310717e+20
3.246000e-03 7.226388e+19 0.000000e+00 9.168511e-01 9.177512e+17 7.631000e+17 2.759100e-04 1.680851e+18 1.310717e+20
3.247000e-03 7.228614e+19 0.000000e+00 9.168746e-01 9.180340e+17 7.631195e+17 2.759950e-04 1.681154e+18 1.310717e+20
3.248000e-03 7.230840e+19 0.000000e+00 9.168981e-01 9.183167e+17 7.631391e+17 2.760800e-04 1.681456e+18 1.310717e+20
3.249000e-03 7.233067e+19 0.000000e+00 9.169215e-01 9.185994e+17 7.631586e+17 2.761650e-04 1.681758e+18 1.310717e+20
3.250000e-03 7.235293e+19 0.000000e+00 9.169449e-01 9.188822e+17 7.631781e+17 2.762500e-04 1.682060e+18 1.310717e+20
3.251000e-03 7.237519e+19 0.000000e+00 9.169684e-01 9.191649e+17 7.631976e+17 2.763350e-04 1.682363e+18 1.310717e+20
3.252000e-03 7.239745e+19 0.000000e+00 9.169918e-01 9.194476e+17 7.632171e+17 2.764200e-04 1.682665e+18 1.310717e+20
3.253000e-03 7.241971e+19 0.000000e+00 9.170152e-01 9.197304e+17 7.632366e+17 2.765050e-04 1.682967e+18 1.310717e+20
3.254000e-03 7.244198e+19 0.000000e+00 9.170386e-01 9.200131e+17 7.632560e+17 2.765900e-04 1.683269e+18 1.310717e+20
3.255000e-03 7.246424e+19 0.000000e+00 9.170619e-01 9.202958e+17 7.632755e+17 2.766750e-04 1.683571e+18 1.310717e+20
3.256000e-03 7.248650e+19 0.000000e+00 9.170853e-01 9.205786e+17 7.632949e+17 2.767600e-04 1.683873e+18 1.310717e+20
3.257000e-03 7.250876e+19 0.000000e+00 9.171087e-01 9.208613e+17 7.633143e+17 2.768450e-04 1.684176e+18 1.310717e+20
3.258000e-03 7.253103e+19 0.000000e+00 9.171320e-01 9.211440e+17 7.633338e+17 2.769300e-04 1.684478e+18 1.310717e+20
3.259000e-03 7.255329e+19 0.000000e+00 9.171553e-01 9.214268e+17 7.633532e+17 2.770150e-04 1.684780e+18 1.310717e+20
3.260000e-03 7.257555e+19 0.000000e+00 9.171786e-01 9.217095e+17 7.633726e+17 2.771000e-04 1.685082e+18 1.310717e+20
3.261000e-03 7.259781e+19 0.000000e+00 9.172019e-01 9.219922e+17 7.633920e+17 2.771850e-04 1.685384e+18 1.310717e+20
3.262000e-03 7.262008e+19 0.000000e+00 9.172252e-01 9.222750e+17 7.634113e+17 2.772700e-04 1.685686e+18 1.310717e+20
3.263000e-03 7.264234e+19 0.000000e+00 9.172485e-01 9.225577e+17 7.634307e+17 2.773550e-04 1.685988e+18 1.310717e+20
3.264000e-03 7.266460e+19 0.000000e+00 9.172717e-01 9.228404e+17 7.634501e+17 2.774400e-04 1.686291e+18 1.310717e+20
3.265000e-03 7.268686e+19 0.000000e+00 9.172950e-01 9.231232e+17 7.634694e+17 2.775250e-04 1.686593e+18 1.310717e+20
3.266000e-03 7.270913e+19 0.000000e+00 9.173182e-01 9.234059e+17 7.634887e+17 2.776100e-04 1.686895e+18 1.310717e+20
3.267000e-03 7.273139e+19 0.000000e+00 9.173414e-01 9.236886e+17 7.635081e+17 2.776950e-04 1.687197e+18 1.310717e+20
3.268000e-03 7.275365e+19 0.000000e+00 9.173646e-01 9.239714e+17 7.635274e+17 2.777800e-04 1.687499e+18 1.310717e+20
3.269000e-03 7.277591e+19 0.000000e+00 9.173878e-01 9.242541e+17 7.635467e+17 2.778650e-04 1.687801e+18 1.310717e+20
3.270000e-03 7.279818e+19 0.000000e+00 9.174110e-01 9.245368e+17 7.635660e+17 2.779500e-04 1.688103e+18 1.310717e+20
3.271000e-03 7.282044e+19 0.000000e+00 9.174341e-01 9.248196e+17 7.635853e+17 2.780350e-04 1.688405e+18 1.310717e+20
3.272000e-03 7.284270e+19 0.000000e+00 9.174573e-01 9.251023e+17 7.636045e+17 2.781200e-04 1.688707e+18 1.310717e+20
3.273000e-03 7.286496e+19 0.000000e+00 9.174804e-01 9.253850e+17 7.636238e+17 2.782050e-04 1.689009e+18 1.310717e+20
3.274000e-03 7.288723e+19 0.000000e+00 9.175036e-01 9.256678e+17 7.636430e+17 2.782900e-04 1.689311e+18 1.310717e+20
3.275000e-03 7.290949e+19 0.000000e+00 9.175267e-01 9.259505e+17 7.636623e+17 2.783750e-04 1.689613e+18 1.310717e+20
3.276000e-03 7.293175e+19 0.000000e+00 9.175498e-01 9.262332e+17 7.636815e+17 2.784600e-04 1.689915e+18 1.310717e+20
3.277000e-03 7.295401e+19 0.000000e+00 9.175729e-01 9.265160e+17 7.637007e+17 2.785450e-04 1.690217e+18 1.310717e+20
3.278000e-03 7.297628e+19 0.000000e+00 9.175959e-01 9.267987e+17 7.637199e+17 2.786300e-04 1.690519e+18 1.310717e+20
3.279000e-03 7.299854e+19 0.000000e+00 9.176190e-01 9.270814e+17 7.637391e+17 2.787150e-04 1.690821e+18 1.310717e+20
3.280000e-03 7.302080e+19 0.000000e+00 9.176420e-01 9.273642e+17 7.637583e+17 2.788000e-04 1.691122e+18 1.310717e+20
3.281000e-03 7.304306e+19 0.000000e+00 9.176651e-01 9.276469e+17 7.637775e+17 2.788850e-04 1.691424e+18 1.310717e+20
3.282000e-03 7.306533e+19 0.000000e+00 9.176881e-01 9.279296e+17 7.637966e+17 2.789700e-04 1.691726e+18 1.310717e+20
3.283000e-03 7.308759e+19 0.000000e+00 9.177111e-01 9.282124e+17 7.638158e+17 2.790550e-04 1.692028e+18 1.310717e+20
3.284000e-03 7.310985e+19 0.000000e+00 9.177341e-01 9.284951e+17 7.638349e+17 2.791400e-04 1.692330e+18 1.310717e+20
3.285000e-03 7.313211e+19 0.000000e+00 9.177571e-01 9.287778e+17 7.638540e+17 2.792250e-04 1.692632e+18 1.310717e+20
3.286000e-03 7.315438e+19 0.000000e+00 9.177800e-01 9.290606e+17 7.638732e+17 2.793100e-04 1.692934e+18 1.310717e+20
3.287000e-03 7.317664e+19 0.000000e+00 9.178030e-01 9.293433e+17 7.638923e+17 2.793950e-04 1.693236e+18 1.310717e+20
3.288000e-03 7.319890e+19 0.000000e+00 9.178260e-01 9.296260e+17 7.639114e+17 2.794800e-04 1.693537e+18 1.310717e+20
3.289000e-03 7.322116e+19 0.000000e+00 9.178489e-01 9.299088e+17 7.639304e+17 2.795650e-04 1.693839e+18 1.310717e+20
3.290000e-03 7.324343e+19 0.000000e+00 9.178718e-01 9.301915e+17 7.639495e+17 2.796500e-04 1.694141e+18 1.310717e+20
3.291000e-03 7.326569e+19 0.000000e+00 9.178947e-01 9.304742e+17 7.639686e+17 2.797350e-04 1.694443e+18 1.310717e+20
3.292000e-03 7.328795e+19 0.000000e+00 9.179176e-01 9.307570e+17 7.639876e+17 2.798200e-04 1.694745e+18 1.310717e+20
3.293000e-03 7.331021e+19 0.000000e+00 9.179405e-01 9.310397e+17 7.640067e+17 2.799050e-04 1.695046e+18 1.310717e+20
3.294000e-03 7.333247e+19 0.000000e+00 9.179634e-01 9.313224e+17 7.640257e+17 2.799900e-04 1.695348e+18 1.310717e+20
3.295000e-03 7.335474e+19 0.000000e+00 9.179862e-01 9.316052e+17 7.640447e+17 2.800750e-04 1.695650e+18 1.310717e+20
3.296000e-03 7.337700e+19 0.000000e+00 9.180090e-01 9.318879e+17 7.640638e+17 2.801600e-04 1.695952e+18 1.310717e+20
3.297000e-03 7.339926e+19 0.000000e+00 9.180319e-01 9.321706e+17 7.640828e+17 2.802450e-04 1.696253e+18 1.310717e+20
3.298000e-03 7.342152e+19 0.000000e+00 9.180547e-01 9.324534e+17 7.641017e+17 2.803300e-04 1.696555e+18 1.310717e+20
3.299000e-03 7.344379e+19 0.000000e+00 9.180775e-01 9.327361e+17 7.641207e+17 2.804150e-04 1.696857e+18 1.310717e+20
3.300000e-03 7.346605e+19 0.000000e+00 9.181003e-01 9.330188e+17 7.641397e+17 2.805000e-04 1.697159e+18 1.310717e+20
3.301000e-03 7.348831e+19 0.000000e+00 9.181231e-01 9.333016e+17 7.641587e+17 2.805850e-04 1.697460e+18 1.310717e+20
3.302000e-03 7.351057e+19 0.000000e+00 9.181458e-01 9.335843e+17 7.641776e+17 2.806700e-04 1.697762e+18 1.310717e+20
3.303000e-03 7.353284e+19 0.000000e+00 9.181686e-01 9.338670e+17 7.641965e+17 2.807550e-04 1.698064e+18 1.310717e+20
3.304000e-03 7.355510e+19 0.000000e+00 9.181913e-01 9.341498e+17 7.642155e+17 2.808400e-04 1.698365e+18 1.310717e+20
3.305000e-03 7.357736e+19 0.000000e+00 9.182141e-01 9.344325e+17 7.642344e+17 2.809250e-04 1.698667e+18 1.310717e+20
3.306000e-03 7.359962e+19 0.000000e+00 9.182368e-01 9.347152e+17 7.642533e+17 2.810100e-04 1.698969e+18 1.310717e+20
3.307000e-03 7.362189e+19 0.000000e+00 9.182595e-01 9.349980e+17 7.642722e+17 2.810950e-04 1.699270e+18 1.310717e+20
3.308000e-03 7.364415e+19 0.000000e+00 9.182822e-01 9.352807e+17 7.642911e+17 2.811800e-04 1.699572e+18 1.310717e+20
3.309000e-03 7.366641e+19 0.000000e+00 9.183048e-01 9.355634e+17 7.643099e+17 2.812650e-04 1.699873e+18 1.310717e+20
